,age,job,marital,education,contact,month,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,deposit_approve
27874,54,admin.,married,university.degree,cellular,mar,415,1,no,0,nonexistent,-1.8,92.84299999999999,-50.0,1.56,yes
27876,54,admin.,married,university.degree,cellular,mar,115,1,no,0,nonexistent,-1.8,92.84299999999999,-50.0,1.56,yes
27878,31,admin.,divorced,university.degree,cellular,mar,174,2,no,1,failure,-1.8,92.84299999999999,-50.0,1.56,yes
27880,19,student,single,basic.6y,cellular,mar,136,1,no,0,nonexistent,-1.8,92.84299999999999,-50.0,1.556,yes
27883,32,technician,divorced,professional.course,cellular,mar,460,1,no,0,nonexistent,-1.8,92.84299999999999,-50.0,1.556,yes
27888,32,technician,divorced,professional.course,cellular,mar,144,2,no,0,nonexistent,-1.8,92.84299999999999,-50.0,1.556,yes
27890,31,admin.,married,university.degree,cellular,mar,170,3,no,0,nonexistent,-1.8,92.84299999999999,-50.0,1.556,yes
27891,46,admin.,married,university.degree,cellular,mar,269,3,no,0,nonexistent,-1.8,92.84299999999999,-50.0,1.556,yes
27892,50,management,married,basic.9y,cellular,mar,115,1,no,0,nonexistent,-1.8,92.84299999999999,-50.0,1.548,yes
27893,28,admin.,single,university.degree,cellular,mar,506,2,no,0,nonexistent,-1.8,92.84299999999999,-50.0,1.548,yes
27895,28,admin.,single,university.degree,cellular,mar,96,2,no,0,nonexistent,-1.8,92.84299999999999,-50.0,1.548,yes
27896,33,admin.,married,university.degree,cellular,mar,278,8,no,0,nonexistent,-1.8,92.84299999999999,-50.0,1.548,yes
27897,28,admin.,single,university.degree,cellular,mar,411,2,no,0,nonexistent,-1.8,92.84299999999999,-50.0,1.548,yes
27898,35,admin.,married,high.school,cellular,mar,117,2,no,0,nonexistent,-1.8,92.84299999999999,-50.0,1.538,yes
27899,36,management,married,university.degree,cellular,mar,709,2,no,0,nonexistent,-1.8,92.84299999999999,-50.0,1.538,yes
27901,26,student,single,high.school,cellular,mar,200,1,no,0,nonexistent,-1.8,92.84299999999999,-50.0,1.538,yes
27904,20,student,single,basic.9y,cellular,mar,325,1,no,0,nonexistent,-1.8,92.84299999999999,-50.0,1.538,yes
27911,68,retired,married,basic.4y,cellular,mar,331,4,no,0,nonexistent,-1.8,92.84299999999999,-50.0,1.538,yes
27916,36,unemployed,married,university.degree,cellular,mar,95,2,no,1,failure,-1.8,92.84299999999999,-50.0,1.531,yes
27917,28,admin.,single,high.school,telephone,mar,515,1,no,0,nonexistent,-1.8,92.84299999999999,-50.0,1.531,yes
27918,28,admin.,single,high.school,cellular,mar,300,1,no,0,nonexistent,-1.8,92.84299999999999,-50.0,1.531,yes
27919,28,admin.,single,high.school,cellular,mar,342,1,no,0,nonexistent,-1.8,92.84299999999999,-50.0,1.531,yes
27921,56,blue-collar,married,basic.4y,cellular,mar,283,1,no,0,nonexistent,-1.8,92.84299999999999,-50.0,1.531,yes
27923,41,technician,married,professional.course,cellular,mar,229,2,no,0,nonexistent,-1.8,92.84299999999999,-50.0,1.531,yes
27925,25,admin.,married,university.degree,cellular,mar,294,1,no,0,nonexistent,-1.8,92.84299999999999,-50.0,1.531,yes
27930,73,retired,married,university.degree,cellular,mar,179,1,no,0,nonexistent,-1.8,92.84299999999999,-50.0,1.531,yes
27932,31,technician,single,university.degree,telephone,mar,228,2,no,0,nonexistent,-1.8,92.84299999999999,-50.0,1.531,yes
27934,27,housemaid,married,high.school,cellular,mar,378,1,no,0,nonexistent,-1.8,92.84299999999999,-50.0,1.531,yes
27937,25,admin.,married,university.degree,cellular,mar,243,3,no,0,nonexistent,-1.8,92.84299999999999,-50.0,1.531,yes
27941,28,admin.,single,high.school,telephone,mar,234,2,no,0,nonexistent,-1.8,92.84299999999999,-50.0,1.531,yes
27942,32,admin.,single,university.degree,cellular,mar,271,2,no,0,nonexistent,-1.8,92.84299999999999,-50.0,1.531,yes
27943,28,admin.,single,high.school,cellular,mar,347,2,no,0,nonexistent,-1.8,92.84299999999999,-50.0,1.531,yes
27945,34,technician,single,university.degree,cellular,mar,180,2,no,0,nonexistent,-1.8,92.84299999999999,-50.0,1.52,yes
27952,32,admin.,single,university.degree,cellular,mar,285,8,no,0,nonexistent,-1.8,92.84299999999999,-50.0,1.52,yes
27953,32,admin.,single,university.degree,cellular,mar,364,3,no,0,nonexistent,-1.8,92.84299999999999,-50.0,1.52,yes
27955,32,admin.,married,university.degree,cellular,mar,517,1,no,0,nonexistent,-1.8,92.84299999999999,-50.0,1.52,yes
27958,62,admin.,married,high.school,telephone,mar,163,2,no,0,nonexistent,-1.8,92.84299999999999,-50.0,1.52,yes
27962,59,blue-collar,married,basic.4y,cellular,mar,237,3,no,0,nonexistent,-1.8,92.84299999999999,-50.0,1.51,yes
27963,80,management,divorced,professional.course,cellular,mar,158,2,no,0,nonexistent,-1.8,92.84299999999999,-50.0,1.51,yes
27973,33,blue-collar,married,basic.6y,cellular,apr,351,3,no,0,nonexistent,-1.8,93.075,-47.1,1.4980000000000002,yes
27983,49,admin.,married,basic.6y,cellular,apr,805,2,no,1,failure,-1.8,93.075,-47.1,1.4980000000000002,yes
27988,33,blue-collar,married,basic.6y,cellular,apr,165,2,no,0,nonexistent,-1.8,93.075,-47.1,1.4980000000000002,yes
27994,63,retired,married,professional.course,cellular,apr,387,2,no,0,nonexistent,-1.8,93.075,-47.1,1.4980000000000002,yes
28003,20,student,single,unknown,cellular,apr,184,4,no,0,nonexistent,-1.8,93.075,-47.1,1.4980000000000002,yes
28008,30,admin.,married,university.degree,cellular,apr,739,2,no,0,nonexistent,-1.8,93.075,-47.1,1.483,yes
28017,30,admin.,married,university.degree,cellular,apr,243,3,no,0,nonexistent,-1.8,93.075,-47.1,1.483,yes
28022,30,admin.,married,university.degree,cellular,apr,313,3,no,0,nonexistent,-1.8,93.075,-47.1,1.483,yes
28038,44,blue-collar,married,university.degree,cellular,apr,397,2,no,0,nonexistent,-1.8,93.075,-47.1,1.483,yes
28043,28,blue-collar,single,high.school,telephone,apr,771,1,no,0,nonexistent,-1.8,93.075,-47.1,1.483,yes
28046,28,blue-collar,single,high.school,cellular,apr,268,1,no,0,nonexistent,-1.8,93.075,-47.1,1.483,yes
28054,28,blue-collar,single,high.school,cellular,apr,329,2,no,0,nonexistent,-1.8,93.075,-47.1,1.483,yes
28068,26,entrepreneur,single,high.school,cellular,apr,707,1,no,1,failure,-1.8,93.075,-47.1,1.479,yes
28083,32,blue-collar,married,basic.9y,cellular,apr,482,2,no,0,nonexistent,-1.8,93.075,-47.1,1.479,yes
28085,54,housemaid,married,unknown,cellular,apr,117,1,no,0,nonexistent,-1.8,93.075,-47.1,1.479,yes
28123,50,management,divorced,university.degree,telephone,apr,475,6,no,1,failure,-1.8,93.075,-47.1,1.466,yes
28132,53,blue-collar,married,basic.4y,cellular,apr,583,2,no,1,failure,-1.8,93.075,-47.1,1.466,yes
28136,55,retired,married,basic.4y,cellular,apr,158,1,no,0,nonexistent,-1.8,93.075,-47.1,1.466,yes
28168,29,technician,single,professional.course,cellular,apr,740,3,no,0,nonexistent,-1.8,93.075,-47.1,1.466,yes
28177,60,retired,divorced,basic.4y,cellular,apr,465,4,no,0,nonexistent,-1.8,93.075,-47.1,1.453,yes
28182,43,blue-collar,married,basic.9y,cellular,apr,608,1,no,1,failure,-1.8,93.075,-47.1,1.453,yes
28192,41,admin.,married,university.degree,cellular,apr,463,1,no,0,nonexistent,-1.8,93.075,-47.1,1.453,yes
28207,32,technician,single,university.degree,cellular,apr,721,4,no,0,nonexistent,-1.8,93.075,-47.1,1.453,yes
28214,19,student,single,basic.9y,cellular,apr,299,1,no,0,nonexistent,-1.8,93.075,-47.1,1.453,yes
28223,31,blue-collar,married,basic.9y,cellular,apr,84,1,no,1,failure,-1.8,93.075,-47.1,1.453,yes
28246,44,services,divorced,high.school,cellular,apr,895,1,no,0,nonexistent,-1.8,93.075,-47.1,1.453,yes
28260,25,student,single,high.school,cellular,apr,327,1,no,0,nonexistent,-1.8,93.075,-47.1,1.445,yes
28261,25,student,single,high.school,cellular,apr,117,1,no,0,nonexistent,-1.8,93.075,-47.1,1.445,yes
28270,55,admin.,divorced,university.degree,cellular,apr,952,1,no,0,nonexistent,-1.8,93.075,-47.1,1.445,yes
28272,46,blue-collar,divorced,basic.9y,cellular,apr,903,1,no,0,nonexistent,-1.8,93.075,-47.1,1.445,yes
28278,27,technician,single,basic.9y,telephone,apr,523,2,no,0,nonexistent,-1.8,93.075,-47.1,1.445,yes
28293,48,blue-collar,married,basic.9y,cellular,apr,1032,3,no,2,failure,-1.8,93.075,-47.1,1.445,yes
28296,63,retired,married,unknown,cellular,apr,150,1,no,1,failure,-1.8,93.075,-47.1,1.445,yes
28297,63,retired,married,unknown,telephone,apr,236,1,no,0,nonexistent,-1.8,93.075,-47.1,1.445,yes
28305,29,admin.,married,university.degree,cellular,apr,245,1,no,0,nonexistent,-1.8,93.075,-47.1,1.445,yes
28308,25,admin.,single,professional.course,cellular,apr,114,1,no,0,nonexistent,-1.8,93.075,-47.1,1.445,yes
28312,82,retired,married,unknown,cellular,apr,321,1,no,0,nonexistent,-1.8,93.075,-47.1,1.445,yes
28315,24,services,single,high.school,cellular,apr,209,1,no,0,nonexistent,-1.8,93.075,-47.1,1.445,yes
28337,58,retired,married,university.degree,cellular,apr,624,1,no,0,nonexistent,-1.8,93.075,-47.1,1.445,yes
28338,40,admin.,divorced,university.degree,cellular,apr,143,2,no,0,nonexistent,-1.8,93.075,-47.1,1.445,yes
28347,46,technician,married,basic.6y,cellular,apr,575,2,no,0,nonexistent,-1.8,93.075,-47.1,1.445,yes
28352,29,admin.,single,university.degree,cellular,apr,548,2,no,0,nonexistent,-1.8,93.075,-47.1,1.445,yes
28354,30,unemployed,single,basic.9y,cellular,apr,142,4,no,0,nonexistent,-1.8,93.075,-47.1,1.445,yes
28357,29,admin.,married,university.degree,cellular,apr,350,2,no,0,nonexistent,-1.8,93.075,-47.1,1.445,yes
28373,36,admin.,single,university.degree,cellular,apr,592,4,no,1,failure,-1.8,93.075,-47.1,1.435,yes
28378,32,self-employed,single,university.degree,cellular,apr,394,1,no,0,nonexistent,-1.8,93.075,-47.1,1.435,yes
28380,43,admin.,divorced,high.school,cellular,apr,448,2,no,1,failure,-1.8,93.075,-47.1,1.435,yes
28381,33,technician,single,university.degree,cellular,apr,657,1,no,0,nonexistent,-1.8,93.075,-47.1,1.435,yes
28387,33,technician,single,university.degree,cellular,apr,527,3,no,0,nonexistent,-1.8,93.075,-47.1,1.435,yes
28400,33,technician,single,university.degree,cellular,apr,530,1,no,0,nonexistent,-1.8,93.075,-47.1,1.435,yes
28404,30,self-employed,single,university.degree,cellular,apr,214,1,no,0,nonexistent,-1.8,93.075,-47.1,1.435,yes
28406,30,self-employed,single,university.degree,cellular,apr,331,1,no,1,failure,-1.8,93.075,-47.1,1.435,yes
28407,30,self-employed,single,university.degree,cellular,apr,435,1,no,0,nonexistent,-1.8,93.075,-47.1,1.435,yes
28413,30,blue-collar,married,basic.4y,cellular,apr,179,1,no,0,nonexistent,-1.8,93.075,-47.1,1.435,yes
28417,33,self-employed,married,university.degree,cellular,apr,233,1,no,0,nonexistent,-1.8,93.075,-47.1,1.435,yes
28418,30,self-employed,single,university.degree,cellular,apr,245,3,no,0,nonexistent,-1.8,93.075,-47.1,1.435,yes
28423,30,self-employed,single,university.degree,cellular,apr,152,2,no,0,nonexistent,-1.8,93.075,-47.1,1.435,yes
28431,45,admin.,married,university.degree,cellular,apr,317,5,no,0,nonexistent,-1.8,93.075,-47.1,1.435,yes
28437,36,blue-collar,married,basic.9y,cellular,apr,490,3,no,2,failure,-1.8,93.075,-47.1,1.435,yes
28449,41,technician,married,professional.course,cellular,apr,466,5,no,1,failure,-1.8,93.075,-47.1,1.423,yes
28456,73,retired,divorced,basic.4y,cellular,apr,342,1,no,0,nonexistent,-1.8,93.075,-47.1,1.423,yes
28460,34,admin.,single,university.degree,cellular,apr,461,1,no,0,nonexistent,-1.8,93.075,-47.1,1.423,yes
28467,34,admin.,single,university.degree,cellular,apr,142,1,no,0,nonexistent,-1.8,93.075,-47.1,1.423,yes
28469,34,admin.,single,university.degree,cellular,apr,344,1,no,1,failure,-1.8,93.075,-47.1,1.423,yes
28470,34,unemployed,single,university.degree,cellular,apr,125,1,no,0,nonexistent,-1.8,93.075,-47.1,1.423,yes
28471,24,services,single,high.school,cellular,apr,850,2,no,0,nonexistent,-1.8,93.075,-47.1,1.423,yes
28482,24,services,single,high.school,cellular,apr,450,1,no,0,nonexistent,-1.8,93.075,-47.1,1.423,yes
28484,30,admin.,single,university.degree,cellular,apr,505,1,no,0,nonexistent,-1.8,93.075,-47.1,1.423,yes
28486,42,self-employed,married,university.degree,cellular,apr,133,2,no,0,nonexistent,-1.8,93.075,-47.1,1.423,yes
28488,26,unemployed,single,university.degree,cellular,apr,184,1,no,0,nonexistent,-1.8,93.075,-47.1,1.423,yes
28489,26,unemployed,single,university.degree,cellular,apr,168,1,no,0,nonexistent,-1.8,93.075,-47.1,1.423,yes
28495,57,technician,married,professional.course,cellular,apr,324,1,no,0,nonexistent,-1.8,93.075,-47.1,1.423,yes
28498,30,admin.,married,university.degree,cellular,apr,161,1,no,0,nonexistent,-1.8,93.075,-47.1,1.423,yes
28499,30,admin.,married,university.degree,cellular,apr,496,1,no,0,nonexistent,-1.8,93.075,-47.1,1.423,yes
28502,30,admin.,married,university.degree,cellular,apr,111,1,no,0,nonexistent,-1.8,93.075,-47.1,1.423,yes
28506,28,blue-collar,single,university.degree,cellular,apr,107,3,no,0,nonexistent,-1.8,93.075,-47.1,1.423,yes
28507,42,self-employed,married,university.degree,cellular,apr,216,1,no,1,failure,-1.8,93.075,-47.1,1.423,yes
28508,46,technician,married,professional.course,cellular,apr,279,1,no,0,nonexistent,-1.8,93.075,-47.1,1.423,yes
28511,57,admin.,married,high.school,cellular,apr,111,1,no,0,nonexistent,-1.8,93.075,-47.1,1.423,yes
28513,61,retired,married,university.degree,cellular,apr,216,1,no,0,nonexistent,-1.8,93.075,-47.1,1.423,yes
28519,69,retired,divorced,university.degree,cellular,apr,207,2,no,0,nonexistent,-1.8,93.075,-47.1,1.423,yes
28520,26,unemployed,single,university.degree,telephone,apr,300,3,no,0,nonexistent,-1.8,93.075,-47.1,1.423,yes
28521,28,admin.,single,university.degree,cellular,apr,295,5,no,0,nonexistent,-1.8,93.075,-47.1,1.423,yes
28530,70,retired,married,basic.4y,cellular,apr,223,2,no,0,nonexistent,-1.8,93.075,-47.1,1.415,yes
28538,32,unemployed,single,university.degree,telephone,apr,165,2,no,1,failure,-1.8,93.075,-47.1,1.415,yes
28540,70,retired,married,basic.4y,cellular,apr,167,2,no,1,failure,-1.8,93.075,-47.1,1.415,yes
28543,43,management,married,basic.6y,cellular,apr,945,1,no,1,failure,-1.8,93.075,-47.1,1.415,yes
28544,25,student,single,high.school,cellular,apr,82,1,no,0,nonexistent,-1.8,93.075,-47.1,1.415,yes
28545,47,admin.,married,high.school,cellular,apr,903,2,no,1,failure,-1.8,93.075,-47.1,1.415,yes
28546,58,retired,divorced,university.degree,cellular,apr,282,2,no,0,nonexistent,-1.8,93.075,-47.1,1.415,yes
28574,32,unemployed,single,university.degree,cellular,apr,110,1,no,0,nonexistent,-1.8,93.075,-47.1,1.415,yes
28579,29,technician,single,university.degree,cellular,apr,389,2,no,0,nonexistent,-1.8,93.075,-47.1,1.415,yes
28581,26,admin.,single,high.school,cellular,apr,171,1,no,0,nonexistent,-1.8,93.075,-47.1,1.415,yes
28587,67,retired,married,professional.course,cellular,apr,140,1,no,0,nonexistent,-1.8,93.075,-47.1,1.415,yes
28589,37,admin.,married,university.degree,cellular,apr,135,1,no,0,nonexistent,-1.8,93.075,-47.1,1.415,yes
28591,33,admin.,married,university.degree,cellular,apr,441,1,no,0,nonexistent,-1.8,93.075,-47.1,1.415,yes
28593,33,admin.,married,university.degree,cellular,apr,355,1,no,0,nonexistent,-1.8,93.075,-47.1,1.415,yes
28595,26,admin.,single,high.school,telephone,apr,170,3,no,0,nonexistent,-1.8,93.075,-47.1,1.415,yes
28598,58,retired,divorced,university.degree,cellular,apr,129,1,no,0,nonexistent,-1.8,93.075,-47.1,1.415,yes
28599,31,admin.,married,university.degree,telephone,apr,118,3,no,0,nonexistent,-1.8,93.075,-47.1,1.415,yes
28601,25,student,single,high.school,telephone,apr,405,1,no,0,nonexistent,-1.8,93.075,-47.1,1.415,yes
28614,66,retired,married,basic.4y,cellular,apr,139,5,no,1,failure,-1.8,93.075,-47.1,1.415,yes
28624,41,services,single,high.school,cellular,apr,264,2,no,0,nonexistent,-1.8,93.075,-47.1,1.415,yes
28625,36,management,married,university.degree,cellular,apr,353,2,no,0,nonexistent,-1.8,93.075,-47.1,1.415,yes
28627,51,entrepreneur,married,illiterate,cellular,apr,838,3,no,0,nonexistent,-1.8,93.075,-47.1,1.41,yes
28628,63,retired,married,unknown,cellular,apr,144,4,no,0,nonexistent,-1.8,93.075,-47.1,1.41,yes
28629,26,blue-collar,married,basic.9y,cellular,apr,78,2,no,0,nonexistent,-1.8,93.075,-47.1,1.41,yes
28632,30,admin.,married,high.school,cellular,apr,648,1,no,0,nonexistent,-1.8,93.075,-47.1,1.41,yes
28633,26,blue-collar,married,basic.9y,cellular,apr,251,2,no,0,nonexistent,-1.8,93.075,-47.1,1.41,yes
28635,26,blue-collar,married,basic.9y,cellular,apr,334,2,no,0,nonexistent,-1.8,93.075,-47.1,1.41,yes
28639,57,technician,married,university.degree,cellular,apr,836,1,no,0,nonexistent,-1.8,93.075,-47.1,1.41,yes
28641,29,admin.,single,university.degree,cellular,apr,271,2,no,0,nonexistent,-1.8,93.075,-47.1,1.41,yes
28676,32,blue-collar,married,basic.9y,cellular,apr,583,1,yes,1,success,-1.8,93.075,-47.1,1.41,yes
28701,32,admin.,single,university.degree,cellular,apr,495,1,no,0,nonexistent,-1.8,93.075,-47.1,1.41,yes
28715,47,admin.,single,high.school,cellular,apr,1025,1,no,0,nonexistent,-1.8,93.075,-47.1,1.41,yes
28724,29,admin.,single,university.degree,cellular,apr,298,4,no,0,nonexistent,-1.8,93.075,-47.1,1.41,yes
28732,70,retired,married,unknown,cellular,apr,346,2,no,0,nonexistent,-1.8,93.075,-47.1,1.41,yes
28743,33,technician,married,professional.course,cellular,apr,285,1,no,0,nonexistent,-1.8,93.075,-47.1,1.41,yes
28752,33,technician,married,professional.course,cellular,apr,667,1,no,0,nonexistent,-1.8,93.075,-47.1,1.41,yes
28766,24,admin.,single,university.degree,cellular,apr,127,1,no,0,nonexistent,-1.8,93.075,-47.1,1.41,yes
28781,37,admin.,married,professional.course,cellular,apr,700,5,no,0,nonexistent,-1.8,93.075,-47.1,1.41,yes
28831,56,admin.,married,basic.9y,cellular,apr,299,2,no,0,nonexistent,-1.8,93.075,-47.1,1.41,yes
28839,30,blue-collar,married,basic.9y,telephone,apr,426,3,no,0,nonexistent,-1.8,93.075,-47.1,1.41,yes
28841,40,services,married,high.school,cellular,apr,161,1,no,0,nonexistent,-1.8,93.075,-47.1,1.41,yes
28870,45,blue-collar,married,unknown,cellular,apr,944,1,no,1,failure,-1.8,93.075,-47.1,1.41,yes
28873,26,student,single,university.degree,cellular,apr,551,2,no,0,nonexistent,-1.8,93.075,-47.1,1.41,yes
28902,19,student,single,unknown,cellular,apr,156,1,no,0,nonexistent,-1.8,93.075,-47.1,1.405,yes
28939,29,admin.,single,university.degree,cellular,apr,678,1,no,0,nonexistent,-1.8,93.075,-47.1,1.405,yes
28947,32,management,single,university.degree,cellular,apr,709,1,no,0,nonexistent,-1.8,93.075,-47.1,1.405,yes
28956,33,technician,single,high.school,cellular,apr,1017,1,no,0,nonexistent,-1.8,93.075,-47.1,1.405,yes
28979,19,student,single,unknown,cellular,apr,452,3,no,0,nonexistent,-1.8,93.075,-47.1,1.405,yes
28990,42,admin.,married,unknown,cellular,apr,952,1,no,1,failure,-1.8,93.075,-47.1,1.405,yes
29023,54,retired,married,basic.4y,cellular,apr,840,3,no,0,nonexistent,-1.8,93.075,-47.1,1.405,yes
29043,43,blue-collar,married,high.school,cellular,apr,997,1,no,1,failure,-1.8,93.075,-47.1,1.405,yes
29051,44,blue-collar,married,basic.9y,cellular,apr,574,1,no,1,failure,-1.8,93.075,-47.1,1.405,yes
29068,27,admin.,single,university.degree,cellular,apr,156,2,no,0,nonexistent,-1.8,93.075,-47.1,1.405,yes
29076,43,admin.,divorced,university.degree,cellular,apr,882,3,no,0,nonexistent,-1.8,93.075,-47.1,1.405,yes
29087,35,admin.,single,university.degree,cellular,apr,1007,2,no,0,nonexistent,-1.8,93.075,-47.1,1.405,yes
29094,33,admin.,single,university.degree,cellular,apr,526,1,no,0,nonexistent,-1.8,93.075,-47.1,1.405,yes
29116,33,technician,married,professional.course,cellular,apr,404,1,no,1,failure,-1.8,93.075,-47.1,1.405,yes
29126,41,blue-collar,married,basic.9y,cellular,apr,367,3,no,1,failure,-1.8,93.075,-47.1,1.405,yes
29157,34,entrepreneur,married,university.degree,telephone,apr,130,1,no,0,nonexistent,-1.8,93.075,-47.1,1.405,yes
